id,anchor,ROUGE-L,BLEU,Token-F1,BERTScore
1,What group took home the award for best rock album at the Australian Recording Industry Association (ARIA) Music Awards?,0.9440993788819877,0.8656866769840463,0.9205020920502092,0.9798610210418701
2,What are the primary components of globalization that affect how the practice of medicine takes place in the U.S.?,0.2902208201892744,0.08307587551583946,0.2570281124497992,0.8393079042434692
3,What is the name of the six-part comic book mini-series based on a character in Call of Duty: Modern Warfare 2?,0.994475138121547,0.8267188637322664,0.8952380952380953,0.9708548188209534
4,What was the nickname of the 1967 Red Sox team that outperformed expectations and made it to the World Series,0.8116710875331566,0.6873659359448343,0.8470588235294118,0.9482311606407166
5,what negative element was introduced into the the campaign between andrew jackson and john ouincy adams,0.943765281173594,0.8726844395999933,0.933852140077821,0.9756689667701721
6,What is the enzyme responsible for transferring electrons to oxygen in the electron transport chain?,0.9617224880382774,0.9402064112068999,0.973384030418251,0.9800198078155518
7,what kind of material was able to survive near the sun during the development of the solar system,0.2459546925566343,0.09829547470473349,0.3412322274881517,0.8566550612449646
8,How did women work for equal rights during the women's movement? Were their efforts successful?,0.41860465116279066,0.2016789780820561,0.3254237288135593,0.8830065131187439
9,what are organic semiconductors and what is concept of homo and lumo in organic semiconductor,0.6820809248554913,0.6358989781476708,0.7659574468085106,0.920970618724823
10,how many verses does the chapter 21 of the book of joshua have according to the aleppo codex,0.7582089552238807,0.5161162427845284,0.7678571428571429,0.9550359845161438
11,how do you make an older version of windows movie maker compatible with the new live version,0.26625386996904027,0.021412049535226265,0.22429906542056074,0.8727072477340698
12,"Who played the role of Tracy Turnblad in the original 1988 version of the movie ""Hairspray""?",0.8689655172413793,0.7592931049395844,0.8775510204081632,0.9520162343978882
13,What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels?,1.0,1.0,1.0,0.996428370475769
14,who discovered am and made the first successful amplitude-modulated transmission of voice?,0.9919137466307278,0.9752838020662419,0.9829059829059829,0.9796486496925354
15,What is the name of the main male character in the last song that miley falls in love with,1.0,1.0,1.0,0.9999567270278931
16,what are the impacts of information communication technology to public relation practices,0.985,0.9565556748249245,0.9761904761904762,0.9779303073883057
17,What did movie theaters do for sound before synchronized sound was introduced into film,0.9617224880382775,0.9248896335186654,0.9565217391304348,0.9704380631446838
18,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,0.9677419354838711,0.9396734980955762,0.9634551495016611,0.987112283706665
19,what where the most important factors that led to the defeat of the democrates in 1968?,0.3410526315789474,0.1414506075024748,0.27794561933534745,0.8591042757034302
20,who invented the biological system of nomenclature used to classify plants and animals,0.9938271604938271,0.945906519755173,0.9785407725321889,0.9676094055175781
21,How are the directions of the velocity and force vectors related in a circular motion,0.9898477157360407,0.9796431000253993,0.9959514170040485,0.990453839302063
22,what happened to the new condos built at st clair ave and mt vernon in columbus ohio,0.45965770171149145,0.10717412742481852,0.40875912408759124,0.9084715247154236
23,what is the term used to describe a period o high anti- Communist feelings in the US,0.48044692737430167,0.10873821015973083,0.38661710037174724,0.9161354899406433
24,what is the name of the episode in full house when uncle jesse locked michelle out,1.0,1.0,1.0,0.9983515739440918
25,where would you be standing on june 21 if the sun were directly overhead at noon.,0.9635036496350364,0.9351600086687553,0.967741935483871,0.9779218435287476
26,how were europe colonist able to establish population centers in southern africa,0.9394673123486683,0.8745832496393027,0.9347826086956522,0.9665241837501526
27,Who worked out the reactions that occur in the dark reactions of photosynthesis?,0.5319693094629157,0.22771120608664083,0.4326241134751773,0.9346250295639038
28,What songs were used in the Viva La Bam episode Raab's Russian Mail Order Bride,0.778443113772455,0.36727924438115095,0.6330275229357798,0.9066534042358398
29,how old do you need to be to play professional football in the canadian league,0.7422680412371134,0.46245731164644266,0.8087431693989071,0.9450532793998718
30,what happens to the chemical composition of cocaine when you add it to alcohol,1.0,1.0,1.0,0.9999876022338867
31,who was the quarterbacks in the super bowl between the steelers nd the cowboys,0.9172932330827067,0.8162516389950936,0.9185185185185185,0.9784644842147827
32,what are the Declaration and Resolves of the First Continental Congress about,1.0,0.9733292705202031,0.9866666666666667,0.9917888045310974
33,Who is the rap singer in right round with kesha in the background? *(dancer)*,0.6381766381766382,0.32835141378964844,0.5210084033613446,0.9375618100166321
34,what does doug's father in law say about vegas before he leaves the hangover,0.2826086956521739,0.02365438323335048,0.2647058823529412,0.8616358041763306
35,what was the Germans' last offensive on the western Front during World war 2,0.5755395683453237,0.22593679205511089,0.6116504854368932,0.926051914691925
36,What implication(s) does the law of conservation of matter have for humans?,0.9919137466307278,0.9752838020662419,0.9829059829059829,0.9796486496925354
37,what form of decay does not change the atomic number of them decaying atom?,0.7864693446088794,0.638792171784232,0.7705882352941177,0.9460538029670715
38,what is only constitutional leadership position in house of representatives,1.0,0.9874205623599036,0.9916666666666667,0.9976487755775452
39,who was the player for the detroit lions that wayne fontes did a tribute to,0.15471698113207547,0.004362163684446465,0.13471502590673576,0.8376853466033936
40,how much will a transfusion of platelet apheresis raise the platelet count,0.9947643979057592,0.9947778894146209,0.9926470588235294,0.9964313507080078
41,WHAT DID MARLON BRANDO DO WITH THE BUTTER IN THE MOVIE LAST TANGO IN PARIS,0.11439842209072977,0.004356723794659914,0.1487603305785124,0.8223938345909119
42,What are the fundamentals of Bretton Woods system for fixed exchange rates,0.8240963855421687,0.6867912697998618,0.8235294117647058,0.9337902665138245
43,What is the complete ground state electron configuration for the iron atom,0.5610859728506787,0.2565157585584543,0.6227544910179641,0.8665498495101929
44,"What is the HSMR percentage for the UAB Medical Center in Birmingham, ALA?",0.325678496868476,0.22629680610174738,0.30914826498422715,0.8558079600334167
45,What are the two initials of the first US president to resign from office,1.0,0.9725983312542936,0.9921875,0.9889249801635742
46,what is the name of the family guy episode where lois's sister has a baby,0.581986143187067,0.13251620171514317,0.4413793103448276,0.9027894139289856
47,How Do You Find the mean of the squares of the first 10 counting numbers,1.0,1.0,1.0,0.9978842735290527
48,"what does it mean when isaiah of the bible in chapter 55:verses 8,9 mean",0.9912536443148688,0.9582725475782777,0.984251968503937,0.9902427196502686
49,what board game are they playing in the 17th episode of big bang theory?,1.0,1.0,1.0,0.997933030128479
50,what is the difference between magic eye 3d illusions and 3d technology?,0.401985111662531,0.1072320976976878,0.3219178082191781,0.8977269530296326
51,what kind of legal remedy is it to ask someone to fulfill there promise,0.4293785310734463,0.07881047305388414,0.35877862595419846,0.9075289964675903
52,who played derwin davis on the first 2 episodes of the tv show the game,0.17894736842105263,0.010479704390729157,0.23943661971830985,0.8225669264793396
53,what year did the beatles came out with the song i wanna hold your hand,0.38095238095238093,0.08446059301217149,0.4083769633507853,0.8998383283615112
54,who wrote the famous novel Great books of  the western world volume 27?,1.0,1.0,1.0,0.9920408129692078
55,"What year does the short story ""There Will Come Soft Rains"" take place?",0.8734177215189874,0.7600574686027531,0.8464163822525598,0.9385148286819458
56,what was the main contribution of john maynard keynes made to economics,0.3825136612021858,0.04840345229345712,0.3169811320754717,0.8893060684204102
57,how old was britney spears when she recorded hit me baby one more time,1.0,1.0,1.0,0.993923544883728
58,what christmas tree did white house have in 2011 AND where was it from,0.9952830188679246,0.9781626319029247,0.9896907216494846,0.9918981790542603
59,how will a uk collection company collect money when you are in the usa,1.0,0.9949107762968398,0.9923076923076923,0.995863139629364
60,when did the UK Labour Government replace the Conservative Government?,0.39145907473309605,0.31088385791311796,0.4581005586592179,0.8778396248817444
61,when did zacharias janssen make a discovery related to the cell theory,0.911504424778761,0.8343646275930516,0.9192982456140351,0.9597010016441345
62,What political conflicts marked the presidency of William Howard Taft?,0.5928571428571429,0.29696265726972393,0.56,0.9371027946472168
63,who was the first to argue that the sun was the center of the universe,0.7590027700831025,0.5976504887764312,0.7583333333333333,0.9466630220413208
64,what ever happened to the survivors of the 1989 california earthquake,0.4896907216494846,0.2186303011155964,0.475,0.9221803545951843
65,Who holds records for most weeks spent at number one as female artist,0.5615141955835962,0.2603001906403465,0.6009852216748769,0.9335922002792358
66,what other territories did the english sharing the island of st kitts,1.0,0.9892179350238067,0.9838709677419355,0.991439938545227
67,what is the age you have to be to have the right to freedom of speech,0.9903846153846153,0.9751873933535327,0.9927536231884058,0.9863333106040955
68,what was the distance of evacuation from the russian nuclear meltdown,0.9964664310954063,0.9687655214587574,0.99,0.9870222806930542
69,what country in the middle east did france take control of after ww1,0.975609756097561,0.9555541691697887,0.9784172661870504,0.9872201681137085
70,how did elvis presley contribute to the popularity of rock and roll?,0.9973190348525469,0.955763317348662,0.975609756097561,0.9931633472442627
71,what the multiple endings of john say about its possible authorship;,0.9055555555555557,0.7971642183931174,0.9138576779026217,0.9753758311271667
72,"what types of trees, flowers, or plants are commonly found in canada",0.9955555555555555,0.9733349348192527,0.9894736842105263,0.9860438704490662
73,who are the current minority leaders in the house of representatives,0.9612756264236902,0.9264612884144641,0.9666666666666667,0.9743286967277527
74,who was the republican candidate for president in the 1969 elections,0.091324200913242,0.0020052859467171993,0.07751937984496124,0.7931001782417297
75,what happens  to the light independent reactions of photosynthesis?,0.2352941176470588,0.03904673705501402,0.29015544041450775,0.8579825162887573
76,how did the african slave trade affect africans in terms of economy,0.45614035087719296,0.11346018990013056,0.3120567375886525,0.9202163219451904
77,when tonight show first started in 1962 everyone did this on camera,0.3705463182897862,0.059387475961729795,0.26229508196721313,0.9019907712936401
78,What was the original name of the holiday known today as Halloween?,0.9967213114754099,0.9735976333875235,0.9805825242718447,0.9920446276664734
79,how school librarians support students with disabilities in europe,0.7426160337552743,0.5176229587335648,0.6428571428571429,0.9289563298225403
80,how many bones are in the skeletal system is composed of 306 bones,1.0,0.8985249972964767,0.9543568464730291,0.9756665825843811
81,who accompanied King louis the VII of France on the second crusade,0.37800687285223367,0.09837282791317245,0.2731707317073171,0.8777295351028442
82,what year did george bush name hank paulson secretary of treasury?,0.544578313253012,0.2763268587855683,0.4965986394557823,0.9203560948371887
83,What is the function of an epithelial free surface that is smooth?,0.4123711340206186,0.23853486407154828,0.3969465648854962,0.868500292301178
84,what is the average time it takes to go through aa 12 step program,0.3846153846153846,0.06275071435485986,0.24404761904761904,0.8998944759368896
85,what professional baseball pitchers were on the Schaumburg Flyers,0.9793510324483776,0.9139075898500383,0.9699248120300752,0.9763919711112976
86,where did the money for the new scoreboard in milwaukee come from,0.9239130434782609,0.8252643453086875,0.9391304347826087,0.9610556364059448
87,"WHAT MOVIE HAD MICKEY GILLEY'S SONG ""I WAS BORN A DREAMER"" IN IT?",0.8695652173913044,0.7199205474336708,0.8344370860927153,0.9456683397293091
