id,anchor,ROUGE-L,BLEU,Token-F1,BERTScore
1,What group took home the award for best rock album at the Australian Recording Industry Association (ARIA) Music Awards?,0.0586080586080586,0.008497469974152263,0.05702647657841141,0.8030889630317688
2,What are the primary components of globalization that affect how the practice of medicine takes place in the U.S.?,0.17921146953405018,0.0005694344741722128,0.03686635944700461,0.8305336236953735
3,What is the name of the six-part comic book mini-series based on a character in Call of Duty: Modern Warfare 2?,0.22442244224422442,0.011498028475125082,0.16113744075829384,0.8408399820327759
4,What was the nickname of the 1967 Red Sox team that outperformed expectations and made it to the World Series,0.09386281588447654,0.0008891371729524438,0.10050251256281408,0.8071998357772827
5,what negative element was introduced into the the campaign between andrew jackson and john ouincy adams,0.4976958525345622,0.35626422331533,0.39228295819935693,0.9042812585830688
6,What is the enzyme responsible for transferring electrons to oxygen in the electron transport chain?,0.1118421052631579,0.022155025447912587,0.14634146341463414,0.7999550104141235
7,what kind of material was able to survive near the sun during the development of the solar system,0.25078369905956116,0.13726192426030506,0.3274336283185841,0.8514665365219116
8,How did women work for equal rights during the women's movement? Were their efforts successful?,0.25139664804469275,0.09984221512023067,0.21804511278195488,0.8544878959655762
9,what are organic semiconductors and what is concept of homo and lumo in organic semiconductor,0.16806722689075632,0.007955425810077481,0.22784810126582278,0.8208519816398621
10,how many verses does the chapter 21 of the book of joshua have according to the aleppo codex,0.0867992766726944,0.0012084011194891948,0.061269146608315096,0.813401997089386
11,how do you make an older version of windows movie maker compatible with the new live version,0.1846153846153846,0.024740838881090774,0.1645021645021645,0.8619154691696167
12,"Who played the role of Tracy Turnblad in the original 1988 version of the movie ""Hairspray""?",0.30645161290322587,0.030134354272479173,0.38596491228070173,0.8321517705917358
13,What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels?,0.2589928057553957,0.012322463488757502,0.3016759776536313,0.8225844502449036
14,who discovered am and made the first successful amplitude-modulated transmission of voice?,0.867816091954023,0.20475739894793898,0.3574468085106383,0.9268941283226013
15,What is the name of the main male character in the last song that miley falls in love with,1.0,0.9601488274594508,0.9841269841269841,0.9896970987319946
16,what are the impacts of information communication technology to public relation practices,0.19999999999999998,0.0005719201928865532,0.26490066225165565,0.79600989818573
17,What did movie theaters do for sound before synchronized sound was introduced into film,0.12849162011173182,0.07154867250939043,0.125,0.7807472348213196
18,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,0.3181818181818182,0.13446483300247747,0.3853211009174312,0.8309201598167419
19,what where the most important factors that led to the defeat of the democrates in 1968?,0.12831858407079647,0.0037001838186859104,0.069164265129683,0.8337739706039429
20,who invented the biological system of nomenclature used to classify plants and animals,0.35514018691588783,0.026632688830496076,0.3783783783783784,0.8390306234359741
21,How are the directions of the velocity and force vectors related in a circular motion,0.22844827586206895,0.027801703783553292,0.12429378531073447,0.8696426153182983
22,what happened to the new condos built at st clair ave and mt vernon in columbus ohio,0.3567362428842504,0.10940352822931391,0.27296587926509186,0.8815330266952515
23,what is the term used to describe a period o high anti- Communist feelings in the US,0.2942643391521197,0.04983428758974369,0.147239263803681,0.8724339008331299
24,what is the name of the episode in full house when uncle jesse locked michelle out,0.4121621621621621,0.12110344080644492,0.48128342245989303,0.8502126932144165
25,where would you be standing on june 21 if the sun were directly overhead at noon.,0.89749430523918,0.7397226494567268,0.8366013071895425,0.9365742802619934
26,how were europe colonist able to establish population centers in southern africa,0.3492822966507177,0.15575391190584478,0.2865853658536585,0.891867458820343
27,Who worked out the reactions that occur in the dark reactions of photosynthesis?,0.24064171122994651,0.04454623970403823,0.18947368421052632,0.8754536509513855
28,What songs were used in the Viva La Bam episode Raab's Russian Mail Order Bride,0.09061488673139159,0.021366676551446615,0.10743801652892562,0.7942743897438049
29,how old do you need to be to play professional football in the canadian league,0.7353951890034364,0.45054417846925143,0.7978142076502732,0.9387157559394836
30,what happens to the chemical composition of cocaine when you add it to alcohol,0.31141868512110726,0.19087117495656847,0.4095238095238095,0.8437523245811462
31,who was the quarterbacks in the super bowl between the steelers nd the cowboys,0.3972602739726028,0.06540613497769632,0.43523316062176165,0.8617293238639832
32,what are the Declaration and Resolves of the First Continental Congress about,0.016806722689075633,5.131611634086446e-22,0.012987012987012988,0.7837842702865601
33,Who is the rap singer in right round with kesha in the background? *(dancer)*,0.3,0.04517785409245686,0.23208191126279865,0.8663152456283569
34,what does doug's father in law say about vegas before he leaves the hangover,0.05785123966942149,0.00016213256344123735,0.05649717514124294,0.7958984971046448
35,what was the Germans' last offensive on the western Front during World war 2,0.07599309153713299,0.0023376244816245054,0.044444444444444446,0.8094556927680969
36,What implication(s) does the law of conservation of matter have for humans?,0.3370165745856354,0.1876893016238942,0.2545454545454545,0.8744633793830872
37,what form of decay does not change the atomic number of them decaying atom?,0.26666666666666666,0.2578262775710782,0.2983050847457627,0.8382551074028015
38,what is only constitutional leadership position in house of representatives,0.10714285714285714,4.3200186412958444e-07,0.16541353383458646,0.7803571224212646
39,who was the player for the detroit lions that wayne fontes did a tribute to,0.04731182795698925,0.001219071448713516,0.05063291139240506,0.7670887112617493
40,how much will a transfusion of platelet apheresis raise the platelet count,0.1864406779661017,0.0010255977905344721,0.225,0.8139935731887817
41,WHAT DID MARLON BRANDO DO WITH THE BUTTER IN THE MOVIE LAST TANGO IN PARIS,0.03317535545023696,0.0009095771949261427,0.011428571428571429,0.7199405431747437
42,What are the fundamentals of Bretton Woods system for fixed exchange rates,0.05147058823529411,0.0007807073625950722,0.0288659793814433,0.7902272343635559
43,What is the complete ground state electron configuration for the iron atom,0.20909090909090908,0.022463754916702244,0.16091954022988506,0.8299381732940674
44,"What is the HSMR percentage for the UAB Medical Center in Birmingham, ALA?",0.14310051107325383,0.004993963861226223,0.07264957264957266,0.8231698274612427
45,What are the two initials of the first US president to resign from office,0.6710963455149501,0.3520456811844368,0.6733668341708543,0.8998047709465027
46,what is the name of the family guy episode where lois's sister has a baby,0.10989010989010989,0.05863898384367945,0.13432835820895522,0.8230905532836914
47,How Do You Find the mean of the squares of the first 10 counting numbers,0.39999999999999997,0.06122480815930318,0.45989304812834225,0.8320397138595581
48,"what does it mean when isaiah of the bible in chapter 55:verses 8,9 mean",0.1935483870967742,0.00010375421597513125,0.08108108108108109,0.8486541509628296
49,what board game are they playing in the 17th episode of big bang theory?,0.23430962343096232,0.00450807798762835,0.10795454545454546,0.8562899231910706
50,what is the difference between magic eye 3d illusions and 3d technology?,0.07392996108949416,0.0025183875623321474,0.07373271889400922,0.8250414729118347
51,what kind of legal remedy is it to ask someone to fulfill there promise,0.2096317280453258,0.02079524953083111,0.15217391304347827,0.8773936033248901
52,who played derwin davis on the first 2 episodes of the tv show the game,0.11659192825112108,0.004441796598588715,0.11627906976744186,0.7971978783607483
