id,anchor,ROUGE-L,BLEU,Token-F1,BERTScore
1,What group took home the award for best rock album at the Australian Recording Industry Association (ARIA) Music Awards?,0.05232558139534884,0.001410713381287434,0.020134228187919462,0.8011853098869324
2,What are the primary components of globalization that affect how the practice of medicine takes place in the U.S.?,0.07109004739336493,0.0027489720772751526,0.0453257790368272,0.8039079308509827
3,What is the name of the six-part comic book mini-series based on a character in Call of Duty: Modern Warfare 2?,0.15702479338842973,0.0005844548492804427,0.049689440993788817,0.7899507880210876
4,What was the nickname of the 1967 Red Sox team that outperformed expectations and made it to the World Series,0.07894736842105261,9.421086827931522e-08,0.07947019867549669,0.7590764760971069
5,what negative element was introduced into the the campaign between andrew jackson and john ouincy adams,0.07636363636363637,0.003970079933842451,0.03017241379310345,0.7947067618370056
6,What is the enzyme responsible for transferring electrons to oxygen in the electron transport chain?,0.04609929078014184,0.0007237064390634626,0.016632016632016633,0.7702206373214722
7,what kind of material was able to survive near the sun during the development of the solar system,0.01811594202898551,0.0006085621503044968,0.008438818565400843,0.7842037081718445
8,How did women work for equal rights during the women's movement? Were their efforts successful?,0.03302752293577982,0.0006491979402351793,0.0125,0.7718601822853088
9,what are organic semiconductors and what is concept of homo and lumo in organic semiconductor,0.08421052631578947,0.039572100952672024,0.08333333333333333,0.8006687760353088
10,how many verses does the chapter 21 of the book of joshua have according to the aleppo codex,0.03893805309734513,0.0008182523551855649,0.024489795918367346,0.773804247379303
11,how do you make an older version of windows movie maker compatible with the new live version,0.06476190476190477,0.0008595909581801691,0.031746031746031744,0.7651607990264893
12,"Who played the role of Tracy Turnblad in the original 1988 version of the movie ""Hairspray""?",0.08637873754152822,0.0020945360905874895,0.044642857142857144,0.8083515167236328
13,What is the name of the author who wrote Chitty Chitty Bang Bang and the James Bond novels?,0.01702127659574468,0.0,0.0,0.772322952747345
14,who discovered am and made the first successful amplitude-modulated transmission of voice?,0.056074766355140186,0.0008838123783723793,0.030303030303030304,0.7913414239883423
15,What is the name of the main male character in the last song that miley falls in love with,0.07339449541284403,1.1302934288384469e-06,0.08571428571428572,0.781547486782074
16,what are the impacts of information communication technology to public relation practices,0.05357142857142857,0.0009859073446293598,0.011904761904761904,0.7576719522476196
17,What did movie theaters do for sound before synchronized sound was introduced into film,0.059027777777777776,0.0009209654723956944,0.044,0.783890426158905
18,What U.S. President's head has been featured on the nickel (five-cent coin) since 1938?,0.02510460251046025,1.3529019501721315e-05,0.03488372093023256,0.7681030631065369
19,what where the most important factors that led to the defeat of the democrates in 1968?,0.1095890410958904,0.0016056903512531172,0.05747126436781609,0.8286654353141785
20,who invented the biological system of nomenclature used to classify plants and animals,0.08035714285714285,0.014481066400922322,0.09195402298850575,0.7765949368476868
21,How are the directions of the velocity and force vectors related in a circular motion,0.04132231404958678,0.0008808708031684371,0.01951219512195122,0.7953256964683533
22,what happened to the new condos built at st clair ave and mt vernon in columbus ohio,0.046153846153846156,0.0013561127536460293,0.026578073089700997,0.7998478412628174
23,what is the term used to describe a period o high anti- Communist feelings in the US,0.08695652173913043,0.0031795719247847427,0.09090909090909091,0.808775782585144
24,what is the name of the episode in full house when uncle jesse locked michelle out,0.04464285714285714,2.3673326202508488e-15,0.05970149253731343,0.758041501045227
25,where would you be standing on june 21 if the sun were directly overhead at noon.,0.099009900990099,0.045744149743566755,0.1278538812785388,0.7880820631980896
26,how were europe colonist able to establish population centers in southern africa,0.037209302325581395,1.3304192312189109e-05,0.08,0.7728556394577026
27,Who worked out the reactions that occur in the dark reactions of photosynthesis?,0.051094890510948905,0.0019617751426441797,0.037914691943127965,0.77101731300354
28,What songs were used in the Viva La Bam episode Raab's Russian Mail Order Bride,0.028397565922920896,0.0005898892080669875,0.008869179600886918,0.7428445219993591
29,how old do you need to be to play professional football in the canadian league,0.21660649819494585,0.0022327150766612985,0.05128205128205128,0.8233426809310913
30,what happens to the chemical composition of cocaine when you add it to alcohol,0.05911330049261084,3.1410074068266217e-12,0.06802721088435375,0.7478612661361694
31,who was the quarterbacks in the super bowl between the steelers nd the cowboys,0.043859649122807015,1.8039628251303936e-13,0.06535947712418301,0.78504878282547
32,what are the Declaration and Resolves of the First Continental Congress about,0.009174311926605505,0.0,0.0,0.7844164371490479
33,Who is the rap singer in right round with kesha in the background? *(dancer)*,0.0717948717948718,0.0022804764660097018,0.020338983050847456,0.713729977607727
34,what does doug's father in law say about vegas before he leaves the hangover,0.07262569832402235,0.002798439360751585,0.054982817869415807,0.794718861579895
35,what was the Germans' last offensive on the western Front during World war 2,0.044673539518900345,0.0014818017538534719,0.023076923076923078,0.7860527634620667
36,What implication(s) does the law of conservation of matter have for humans?,0.07615230460921844,0.0008455213836193059,0.023255813953488372,0.7926177382469177
37,what form of decay does not change the atomic number of them decaying atom?,0.02230483271375465,0.0007986146359124636,0.024896265560165973,0.7535908222198486
38,what is only constitutional leadership position in house of representatives,0.05555555555555555,2.5040792831691906e-10,0.046153846153846156,0.7601383924484253
39,who was the player for the detroit lions that wayne fontes did a tribute to,0.021582733812949638,0.0004932837620421989,0.004024144869215292,0.7665956616401672
40,how much will a transfusion of platelet apheresis raise the platelet count,0.03773584905660378,1.414720090712122e-15,0.028169014084507043,0.7780699133872986
41,WHAT DID MARLON BRANDO DO WITH THE BUTTER IN THE MOVIE LAST TANGO IN PARIS,0.02893309222423146,0.0006456161243292578,0.012422360248447204,0.7659308910369873
42,What are the fundamentals of Bretton Woods system for fixed exchange rates,0.026030368763557483,0.0006121489088837754,0.004796163069544364,0.7681041955947876
43,What is the complete ground state electron configuration for the iron atom,0.12571428571428572,0.0001075909184105861,0.029411764705882353,0.7627193331718445
44,"What is the HSMR percentage for the UAB Medical Center in Birmingham, ALA?",0.042154566744730684,0.001367666256035471,0.023391812865497075,0.7835263013839722
45,What are the two initials of the first US president to resign from office,0.07804878048780486,8.816467167220819e-07,0.056338028169014086,0.8174019455909729
46,what is the name of the family guy episode where lois's sister has a baby,0.038314176245210725,0.0008673234970949566,0.02242152466367713,0.764797568321228
47,How Do You Find the mean of the squares of the first 10 counting numbers,0.3433734939759036,0.002521968587437863,0.037037037037037035,0.846869170665741
48,"what does it mean when isaiah of the bible in chapter 55:verses 8,9 mean",0.17408906882591094,0.0040742574735917044,0.045146726862302484,0.7992921471595764
49,what board game are they playing in the 17th episode of big bang theory?,0.07569721115537849,0.0021330982740322213,0.02962962962962963,0.8125930428504944
50,what is the difference between magic eye 3d illusions and 3d technology?,0.01968503937007874,0.0005269004940789677,0.004405286343612335,0.7587398886680603
51,what kind of legal remedy is it to ask someone to fulfill there promise,0.07662835249042146,0.0016750642113017306,0.022172949002217297,0.7951874136924744
52,who played derwin davis on the first 2 episodes of the tv show the game,0.1732283464566929,0.001480891423798721,0.06707317073170732,0.7981232404708862
53,what year did the beatles came out with the song i wanna hold your hand,0.07008086253369272,0.0013630964963078467,0.02622950819672131,0.8005003929138184
54,who wrote the famous novel Great books of  the western world volume 27?,0.20289855072463764,1.0752092155497521e-08,0.07894736842105263,0.8166764378547668
55,"What year does the short story ""There Will Come Soft Rains"" take place?",0.03428571428571428,0.001640739851346784,0.031818181818181815,0.7697775363922119
56,what was the main contribution of john maynard keynes made to economics,0.037209302325581395,0.0,0.0,0.7560064196586609
